global_step,epoch,batch,samples_seen,batch_size,train_loss,trajectory_loss,control_loss,regularization,lr,elapsed_sec
204,2,50,25989,128,21.438194274902344,21.423114776611328,0.024601705372333527,1.261826753616333,0.001,310.35679960250854
205,2,51,26117,128,25.12968635559082,25.11483383178711,0.022706331685185432,1.258244514465332,0.001,311.65494441986084
206,2,52,26245,128,26.67169952392578,26.65663719177246,0.025354498997330666,1.2527165412902832,0.001,312.9908323287964
207,2,53,26373,128,25.481948852539062,25.46694564819336,0.02490975894033909,1.251157283782959,0.001,314.2320079803467
208,2,54,26501,128,24.49595832824707,24.481517791748047,0.01998089626431465,1.2442070245742798,0.001,315.4856765270233
209,2,55,26629,128,21.81732177734375,21.80243682861328,0.025414127856492996,1.2344090938568115,0.001,316.79630160331726
210,2,56,26757,128,25.25335121154785,25.238466262817383,0.0250521432608366,1.2380682229995728,0.001,318.0449643135071
211,2,57,26885,128,26.102651596069336,26.08832550048828,0.020650392398238182,1.2261024713516235,0.001,319.3234851360321
212,2,58,27013,128,22.862606048583984,22.84787368774414,0.025168681517243385,1.2215098142623901,0.001,320.57964730262756
213,2,59,27141,128,24.03601837158203,24.021705627441406,0.021531078964471817,1.2160080671310425,0.001,321.8469305038452
214,2,60,27269,128,20.17152214050293,20.1569881439209,0.023736944422125816,1.2160624265670776,0.001,323.14730429649353
215,2,61,27397,128,29.00175666809082,28.986684799194336,0.029973749071359634,1.207505702972412,0.001,324.37832021713257
216,2,62,27525,128,24.125194549560547,24.11138916015625,0.01863286644220352,1.1942461729049683,0.001,325.6465380191803
217,2,63,27653,128,24.42123031616211,24.407150268554688,0.02181967906653881,1.1898236274719238,0.001,326.93654203414917
218,2,64,27781,128,21.425561904907227,21.411474227905273,0.02366333268582821,1.172087550163269,0.001,328.21202325820923
219,2,65,27909,128,27.731548309326172,27.717330932617188,0.02530534937977791,1.1686841249465942,0.001,329.477313041687
220,2,66,28037,128,22.23473358154297,22.220657348632812,0.025053787976503372,1.1570844650268555,0.001,330.76032066345215
221,2,67,28165,128,27.443086624145508,27.428619384765625,0.02930670790374279,1.1534759998321533,0.001,332.00856709480286
222,2,68,28293,128,25.147069931030273,25.133304595947266,0.02297843247652054,1.1467572450637817,0.001,333.2896957397461
223,2,69,28421,128,22.64909553527832,22.63455581665039,0.030934065580368042,1.1446887254714966,0.001,334.60094022750854
224,2,70,28549,128,25.501609802246094,25.48801612854004,0.021412130445241928,1.145238995552063,0.001,335.8708987236023
225,2,71,28677,128,32.156192779541016,32.14179229736328,0.029999757185578346,1.140074610710144,0.001,337.14727902412415
226,2,72,28805,128,26.756105422973633,26.742250442504883,0.025746608152985573,1.1280930042266846,0.001,338.3913345336914
227,2,73,28933,128,21.402843475341797,21.38899803161621,0.0267877709120512,1.1168227195739746,0.001,339.6634817123413
228,2,74,29061,128,23.463600158691406,23.44985008239746,0.026484578847885132,1.1100274324417114,0.001,340.9351735115051
229,2,75,29189,128,26.004261016845703,25.99042320251465,0.02775585651397705,1.1062843799591064,0.001,342.2165586948395
230,2,76,29317,128,23.652725219726562,23.639272689819336,0.0265628881752491,1.0794848203659058,0.001,343.53081703186035
231,2,77,29445,128,24.844297409057617,24.831573486328125,0.020475899800658226,1.0675369501113892,0.001,344.7648756504059
232,2,78,29573,128,24.771427154541016,24.758024215698242,0.028157955035567284,1.0587594509124756,0.001,346.0430796146393
233,2,79,29701,128,22.771705627441406,22.75837516784668,0.027937814593315125,1.0536017417907715,0.001,347.32399559020996
234,2,80,29829,128,22.171266555786133,22.158788681030273,0.020796524360775948,1.0398856401443481,0.001,348.59577560424805
235,2,81,29957,128,24.982574462890625,24.970008850097656,0.02251509390771389,1.0314223766326904,0.001,349.8625741004944
236,2,82,30085,128,27.4913387298584,27.478801727294922,0.0238568726927042,1.0150082111358643,0.001,351.18575167655945
237,2,83,30213,128,27.124780654907227,27.112577438354492,0.022808505222201347,0.9922796487808228,0.001,352.4556269645691
238,2,84,30341,128,21.585033416748047,21.57322883605957,0.020612720400094986,0.9742094278335571,0.001,353.73305463790894
239,2,85,30469,128,25.060497283935547,25.048315048217773,0.025638749822974205,0.9617930054664612,0.001,355.0490665435791
240,2,86,30597,128,21.700265884399414,21.68842124938965,0.023264780640602112,0.9517760276794434,0.001,356.34592175483704
241,2,87,30725,128,29.016864776611328,29.00471305847168,0.02777455560863018,0.9373968243598938,0.001,357.6701581478119
